Title,Company,Location,Type,Level,YearsExp,Country,Skills
Medical Representative (Maadi & Helwan),So Value Pharma,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Sales Skills, Sales Target, Customer Service, Customer Care, Customer Support, Pharmacy, Pharmaceutical, Science, Medical Sales"
Retail Sales Representative - Beheira,EGIC,Beheira,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Sales Skills, Sales Target, Customer Services, Customer Care, Retail, Collection, Distribution, Selling Skills, Negotiation Skills"
Retail Sales Representative - Suez,EGIC,Suez,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Sales Skills, Sales Target, Customer Services, Customer Care, Retail, Collection, Distribution, Selling Skills, Negotiation Skills"
Sales Admin,MG Developments,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Customer Care, MS Office, English, Communication Skills, Sales Administration, Real Estate, Administration"
IT Sales Specialist,Altayar recruitment,Riyadh,Full Time,Experienced,2+ Yrs of Exp,Saudi Arabia,"Sales Skills, Sales Target, Customer Support, IT/Software Development, Sales/Retail, Engineering - Telecom/Technology"
Sales Executive,BAWQ TELECOMM,Dokki,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Sales Target, Sales Skills, Customer Service, Marketing, Sales Executive, CRM Software, English, Sales/Retail"
Junior Graphic Designer,Boombuzz Advertising Agency,Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Adobe Illustrator, Motion Graphic Design, Creative/Design/Art"
ICDL Trainer,Success Academy,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Computer Maintenance, Computer Science, ICDL, Training, IT/Software Development, Engineering - Telecom/Technology"
Sales Team Lead - Canal,Talabat,Suez,Full Time,Manager,5+ Yrs of Exp,Suez,"Sales Target, Sales Team Lead, Management, English, Negotiation Skills, Customer Service, Customer Support, Customer Care"
Commissioning Software Development Engineer,Egyptrol,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Software Engineering, Quality Control, Software Development, Computer Science, English, Mechanical Engineering"
Compensation & Benefits Section Head,Confidential,Alexandria,Full Time,Manager,2-3 Yrs of Exp,Egypt,"Compensation & Benefits, Payroll, HR, Human Resources"
Graphic Designer,Al Maadi Group,New Cairo,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Marketing, Social Media, Adobe Photoshop, Adobe Illustrator, Art, Adobe After Effects, Creative/Design/Art, Marketing/PR/Advertising"
Property Consultant Sales Real Estate,Value,New Cairo,Full Time,Experienced,2-6 Yrs of Exp,Cairo,"Males Only, Sales Skills, Sales Target, Customer Service, Customer Support, Real Estate, Brokerage, Commercial Mall, Sales/Retail"
Technical Office Engineer,albeit almasry for landscape,Agami,Full Time,Experienced,2-5 Yrs of Exp,Alexandria,"AutoCAD, Technical Office, Microsoft Office, Agricultural Engineering, Architecture Engineering, Fine Arts, English"
